course_title,domain,sub_domain,level,duration,paid_free,price,mentor,url
Applied Machine Learning for Data Science (Google),Data Science,Machine Learning,Mixed,4,Paid,99,Google,https://www.coursera.org/learn/applied-machine-learning-for-data-science-google
Professional Machine Learning Certification (Google),Data Science,Machine Learning,Beginner,5,Free,0,Google,https://www.coursera.org/learn/professional-machine-learning-certification-google
Mastering Machine Learning (Google),Data Science,Machine Learning,Intermediate,6,Paid,49,Google,https://www.coursera.org/learn/mastering-machine-learning-google
Practical Machine Learning Skills (Google),Data Science,Machine Learning,Advanced,8,Paid,79,Google,https://www.coursera.org/learn/practical-machine-learning-skills-google
Machine Learning for Everyone (Google),Data Science,Machine Learning,Mixed,10,Paid,99,Google,https://www.coursera.org/learn/machine-learning-for-everyone-google
Advanced Machine Learning Techniques (Google),Data Science,Machine Learning,Beginner,1,Free,0,Google,https://www.coursera.org/learn/advanced-machine-learning-techniques-google
Introduction to Machine Learning (IBM),Data Science,Machine Learning,Intermediate,2,Paid,49,IBM,https://www.coursera.org/learn/introduction-to-machine-learning-ibm
Foundations of Machine Learning (IBM),Data Science,Machine Learning,Advanced,3,Paid,79,IBM,https://www.coursera.org/learn/foundations-of-machine-learning-ibm
Applied Machine Learning for Data Science (IBM),Data Science,Machine Learning,Mixed,4,Paid,99,IBM,https://www.coursera.org/learn/applied-machine-learning-for-data-science-ibm
Professional Machine Learning Certification (IBM),Data Science,Machine Learning,Beginner,5,Free,0,IBM,https://www.coursera.org/learn/professional-machine-learning-certification-ibm
Mastering Machine Learning (IBM),Data Science,Machine Learning,Intermediate,6,Paid,49,IBM,https://www.coursera.org/learn/mastering-machine-learning-ibm
Practical Machine Learning Skills (IBM),Data Science,Machine Learning,Advanced,8,Paid,79,IBM,https://www.coursera.org/learn/practical-machine-learning-skills-ibm
Machine Learning for Everyone (IBM),Data Science,Machine Learning,Mixed,10,Paid,99,IBM,https://www.coursera.org/learn/machine-learning-for-everyone-ibm
Advanced Machine Learning Techniques (IBM),Data Science,Machine Learning,Beginner,1,Free,0,IBM,https://www.coursera.org/learn/advanced-machine-learning-techniques-ibm
Introduction to Machine Learning (Stanford),Data Science,Machine Learning,Intermediate,2,Paid,49,Stanford,https://www.coursera.org/learn/introduction-to-machine-learning-stanford
Foundations of Machine Learning (Stanford),Data Science,Machine Learning,Advanced,3,Paid,79,Stanford,https://www.coursera.org/learn/foundations-of-machine-learning-stanford
Applied Machine Learning for Data Science (Stanford),Data Science,Machine Learning,Mixed,4,Paid,99,Stanford,https://www.coursera.org/learn/applied-machine-learning-for-data-science-stanford
Professional Machine Learning Certification (Stanford),Data Science,Machine Learning,Beginner,5,Free,0,Stanford,https://www.coursera.org/learn/professional-machine-learning-certification-stanford
Mastering Machine Learning (Stanford),Data Science,Machine Learning,Intermediate,6,Paid,49,Stanford,https://www.coursera.org/learn/mastering-machine-learning-stanford
Practical Machine Learning Skills (Stanford),Data Science,Machine Learning,Advanced,8,Paid,79,Stanford,https://www.coursera.org/learn/practical-machine-learning-skills-stanford
Machine Learning for Everyone (Stanford),Data Science,Machine Learning,Mixed,10,Paid,99,Stanford,https://www.coursera.org/learn/machine-learning-for-everyone-stanford
Advanced Machine Learning Techniques (Stanford),Data Science,Machine Learning,Beginner,1,Free,0,Stanford,https://www.coursera.org/learn/advanced-machine-learning-techniques-stanford
Introduction to Machine Learning (MIT),Data Science,Machine Learning,Intermediate,2,Paid,49,MIT,https://www.coursera.org/learn/introduction-to-machine-learning-mit
Foundations of Machine Learning (MIT),Data Science,Machine Learning,Advanced,3,Paid,79,MIT,https://www.coursera.org/learn/foundations-of-machine-learning-mit
Applied Machine Learning for Data Science (MIT),Data Science,Machine Learning,Mixed,4,Paid,99,MIT,https://www.coursera.org/learn/applied-machine-learning-for-data-science-mit
Professional Machine Learning Certification (MIT),Data Science,Machine Learning,Beginner,5,Free,0,MIT,https://www.coursera.org/learn/professional-machine-learning-certification-mit
Mastering Machine Learning (MIT),Data Science,Machine Learning,Intermediate,6,Paid,49,MIT,https://www.coursera.org/learn/mastering-machine-learning-mit
Practical Machine Learning Skills (MIT),Data Science,Machine Learning,Advanced,8,Paid,79,MIT,https://www.coursera.org/learn/practical-machine-learning-skills-mit
Machine Learning for Everyone (MIT),Data Science,Machine Learning,Mixed,10,Paid,99,MIT,https://www.coursera.org/learn/machine-learning-for-everyone-mit
Advanced Machine Learning Techniques (MIT),Data Science,Machine Learning,Beginner,1,Free,0,MIT,https://www.coursera.org/learn/advanced-machine-learning-techniques-mit
Introduction to Machine Learning (Yale),Data Science,Machine Learning,Intermediate,2,Paid,49,Yale,https://www.coursera.org/learn/introduction-to-machine-learning-yale
Foundations of Machine Learning (Yale),Data Science,Machine Learning,Advanced,3,Paid,79,Yale,https://www.coursera.org/learn/foundations-of-machine-learning-yale
Applied Machine Learning for Data Science (Yale),Data Science,Machine Learning,Mixed,4,Paid,99,Yale,https://www.coursera.org/learn/applied-machine-learning-for-data-science-yale
Professional Machine Learning Certification (Yale),Data Science,Machine Learning,Beginner,5,Free,0,Yale,https://www.coursera.org/learn/professional-machine-learning-certification-yale
Mastering Machine Learning (Yale),Data Science,Machine Learning,Intermediate,6,Paid,49,Yale,https://www.coursera.org/learn/mastering-machine-learning-yale
Practical Machine Learning Skills (Yale),Data Science,Machine Learning,Advanced,8,Paid,79,Yale,https://www.coursera.org/learn/practical-machine-learning-skills-yale
Machine Learning for Everyone (Yale),Data Science,Machine Learning,Mixed,10,Paid,99,Yale,https://www.coursera.org/learn/machine-learning-for-everyone-yale
Advanced Machine Learning Techniques (Yale),Data Science,Machine Learning,Beginner,1,Free,0,Yale,https://www.coursera.org/learn/advanced-machine-learning-techniques-yale
Introduction to Machine Learning (University of Michigan),Data Science,Machine Learning,Intermediate,2,Paid,49,University of Michigan,https://www.coursera.org/learn/introduction-to-machine-learning-university-of-michigan
Foundations of Machine Learning (University of Michigan),Data Science,Machine Learning,Advanced,3,Paid,79,University of Michigan,https://www.coursera.org/learn/foundations-of-machine-learning-university-of-michigan
Applied Machine Learning for Data Science (University of Michigan),Data Science,Machine Learning,Mixed,4,Paid,99,University of Michigan,https://www.coursera.org/learn/applied-machine-learning-for-data-science-university-of-michigan
Professional Machine Learning Certification (University of Michigan),Data Science,Machine Learning,Beginner,5,Free,0,University of Michigan,https://www.coursera.org/learn/professional-machine-learning-certification-university-of-michigan
Mastering Machine Learning (University of Michigan),Data Science,Machine Learning,Intermediate,6,Paid,49,University of Michigan,https://www.coursera.org/learn/mastering-machine-learning-university-of-michigan
Practical Machine Learning Skills (University of Michigan),Data Science,Machine Learning,Advanced,8,Paid,79,University of Michigan,https://www.coursera.org/learn/practical-machine-learning-skills-university-of-michigan
Machine Learning for Everyone (University of Michigan),Data Science,Machine Learning,Mixed,10,Paid,99,University of Michigan,https://www.coursera.org/learn/machine-learning-for-everyone-university-of-michigan
Advanced Machine Learning Techniques (University of Michigan),Data Science,Machine Learning,Beginner,1,Free,0,University of Michigan,https://www.coursera.org/learn/advanced-machine-learning-techniques-university-of-michigan
Introduction to Machine Learning (Johns Hopkins),Data Science,Machine Learning,Intermediate,2,Paid,49,Johns Hopkins,https://www.coursera.org/learn/introduction-to-machine-learning-johns-hopkins
Foundations of Machine Learning (Johns Hopkins),Data Science,Machine Learning,Advanced,3,Paid,79,Johns Hopkins,https://www.coursera.org/learn/foundations-of-machine-learning-johns-hopkins
Applied Machine Learning for Data Science (Johns Hopkins),Data Science,Machine Learning,Mixed,4,Paid,99,Johns Hopkins,https://www.coursera.org/learn/applied-machine-learning-for-data-science-johns-hopkins
Professional Machine Learning Certification (Johns Hopkins),Data Science,Machine Learning,Beginner,5,Free,0,Johns Hopkins,https://www.coursera.org/learn/professional-machine-learning-certification-johns-hopkins
Mastering Machine Learning (Johns Hopkins),Data Science,Machine Learning,Intermediate,6,Paid,49,Johns Hopkins,https://www.coursera.org/learn/mastering-machine-learning-johns-hopkins
Practical Machine Learning Skills (Johns Hopkins),Data Science,Machine Learning,Advanced,8,Paid,79,Johns Hopkins,https://www.coursera.org/learn/practical-machine-learning-skills-johns-hopkins
Machine Learning for Everyone (Johns Hopkins),Data Science,Machine Learning,Mixed,10,Paid,99,Johns Hopkins,https://www.coursera.org/learn/machine-learning-for-everyone-johns-hopkins
Advanced Machine Learning Techniques (Johns Hopkins),Data Science,Machine Learning,Beginner,1,Free,0,Johns Hopkins,https://www.coursera.org/learn/advanced-machine-learning-techniques-johns-hopkins
Introduction to Machine Learning (Duke University),Data Science,Machine Learning,Intermediate,2,Paid,49,Duke University,https://www.coursera.org/learn/introduction-to-machine-learning-duke-university
Foundations of Machine Learning (Duke University),Data Science,Machine Learning,Advanced,3,Paid,79,Duke University,https://www.coursera.org/learn/foundations-of-machine-learning-duke-university
Applied Machine Learning for Data Science (Duke University),Data Science,Machine Learning,Mixed,4,Paid,99,Duke University,https://www.coursera.org/learn/applied-machine-learning-for-data-science-duke-university
Professional Machine Learning Certification (Duke University),Data Science,Machine Learning,Beginner,5,Free,0,Duke University,https://www.coursera.org/learn/professional-machine-learning-certification-duke-university
Mastering Machine Learning (Duke University),Data Science,Machine Learning,Intermediate,6,Paid,49,Duke University,https://www.coursera.org/learn/mastering-machine-learning-duke-university
Practical Machine Learning Skills (Duke University),Data Science,Machine Learning,Advanced,8,Paid,79,Duke University,https://www.coursera.org/learn/practical-machine-learning-skills-duke-university
Machine Learning for Everyone (Duke University),Data Science,Machine Learning,Mixed,10,Paid,99,Duke University,https://www.coursera.org/learn/machine-learning-for-everyone-duke-university
Advanced Machine Learning Techniques (Duke University),Data Science,Machine Learning,Beginner,1,Free,0,Duke University,https://www.coursera.org/learn/advanced-machine-learning-techniques-duke-university
Introduction to Machine Learning (University of Illinois),Data Science,Machine Learning,Intermediate,2,Paid,49,University of Illinois,https://www.coursera.org/learn/introduction-to-machine-learning-university-of-illinois
Foundations of Machine Learning (University of Illinois),Data Science,Machine Learning,Advanced,3,Paid,79,University of Illinois,https://www.coursera.org/learn/foundations-of-machine-learning-university-of-illinois
Applied Machine Learning for Data Science (University of Illinois),Data Science,Machine Learning,Mixed,4,Paid,99,University of Illinois,https://www.coursera.org/learn/applied-machine-learning-for-data-science-university-of-illinois
